82.25,4.16666666666667
82.5,4.16666666666667
82.75,4.16666666666667
83,4.16666666666667
83.25,4.16666666666667
83.5,4.16666666666667
83.75,4.16666666666667
84,4.16666666666667
84.25,4.16666666666667
84.5,4.16666666666667
84.75,4.16666666666667
85,4.16666666666667
85.25,4.16666666666667
85.5,4.16666666666667
85.75,4.16666666666667
86,4
86.25,3.75
86.5,3.5
86.75,3.25
87,3
87.25,2.75
87.5,2.5
87.75,2.25
88,2
88.25,1.75
88.5,1.5
88.75,1.25
89,1
89.25,0.75
89.5,0.5
89.75,0.25
90,0
90.25,0
90.5,0
90.75,0
91,0
91.25,0
91.5,0
91.75,0
92,0
92.25,0
92.5,0
92.75,0
93,0
93.25,0
93.5,0
93.75,0
94,0
94.25,0
94.5,0
94.75,0
95,0
